model_size,precision,backend,sequence_name,sequence_length,reference_shape,output_shape,mean_cosine,min_cosine,mean_pool_l2,mean_cosine_threshold,min_cosine_threshold,mean_pool_l2_threshold,passed,error
300m,q4_k_s,metal,medium_A0A075B6H8,117,"[117, 960]","[117, 960]",0.9956514835357666,0.9891369938850403,0.05231156572699547,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6H9,119,"[119, 960]","[119, 960]",0.9959565997123718,0.9820188879966736,0.057824037969112396,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6I0,122,"[122, 960]","[122, 960]",0.9956552386283875,0.9879176616668701,0.05846087634563446,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6I1,120,"[120, 960]","[120, 960]",0.9961625337600708,0.9897514581680298,0.05727705731987953,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6I3,123,"[123, 960]","[123, 960]",0.9960932731628418,0.9882505536079407,0.053043678402900696,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6I4,117,"[117, 960]","[117, 960]",0.9962677359580994,0.9907403588294983,0.0562300831079483,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6I6,118,"[118, 960]","[118, 960]",0.9965241551399231,0.9911255240440369,0.053766846656799316,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6I7,105,"[105, 960]","[105, 960]",0.9956666231155396,0.9818646907806396,0.05611641705036163,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6I9,117,"[117, 960]","[117, 960]",0.9963794946670532,0.9897430539131165,0.05361282452940941,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6J1,123,"[123, 960]","[123, 960]",0.996274471282959,0.9905749559402466,0.05552418902516365,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6J2,118,"[118, 960]","[118, 960]",0.9961828589439392,0.9918588995933533,0.051346924155950546,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6J6,115,"[115, 960]","[115, 960]",0.9956417083740234,0.9819962978363037,0.053828466683626175,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6J9,118,"[118, 960]","[118, 960]",0.9963170886039734,0.9912994503974915,0.057093143463134766,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6K0,115,"[115, 960]","[115, 960]",0.9962688088417053,0.9933024644851685,0.05700734630227089,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6K2,115,"[115, 960]","[115, 960]",0.9961857199668884,0.991981565952301,0.05265241116285324,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6K4,115,"[115, 960]","[115, 960]",0.9962894320487976,0.9915469884872437,0.057035062462091446,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6K5,115,"[115, 960]","[115, 960]",0.9960890412330627,0.9881604909896851,0.05689821392297745,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6K6,122,"[122, 960]","[122, 960]",0.996097981929779,0.9914901256561279,0.05301550775766373,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6L2,119,"[119, 960]","[119, 960]",0.9958541989326477,0.9898670315742493,0.05172724649310112,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6L6,115,"[115, 960]","[115, 960]",0.9961407780647278,0.9768813848495483,0.04431464150547981,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6N1,114,"[114, 960]","[114, 960]",0.9959766864776611,0.9872713685035706,0.0476481132209301,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6N2,111,"[111, 960]","[111, 960]",0.9958266019821167,0.9678924679756165,0.05143630877137184,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6N3,115,"[115, 960]","[115, 960]",0.9952303767204285,0.9655482172966003,0.0501924529671669,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6N4,114,"[114, 960]","[114, 960]",0.9957582354545593,0.9876869916915894,0.050834015011787415,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6P5,120,"[120, 960]","[120, 960]",0.9960041046142578,0.981268048286438,0.05312206596136093,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6Q5,118,"[118, 960]","[118, 960]",0.9957263469696045,0.9667383432388306,0.05392024293541908,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6R0,118,"[118, 960]","[118, 960]",0.9959988594055176,0.988578200340271,0.04897667095065117,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6R2,117,"[117, 960]","[117, 960]",0.9960154891014099,0.9887361526489258,0.05553853511810303,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6R9,120,"[120, 960]","[120, 960]",0.9958997368812561,0.9847766757011414,0.05169271305203438,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6S2,120,"[120, 960]","[120, 960]",0.9962383508682251,0.9889416098594666,0.052564673125743866,0.995,0.0,0.2,True,
300m,q4_k_s,metal,medium_A0A075B6S4,117,"[117, 960]","[117, 960]",0.9960408210754395,0.9925847053527832,0.05445241555571556,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0A087WUV0,522,"[522, 960]","[522, 960]",0.995459794998169,0.9829760789871216,0.06250233203172684,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0A087WVF3,549,"[549, 960]","[549, 960]",0.9958159327507019,0.9779325127601624,0.049026135355234146,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0A087WXS9,549,"[549, 960]","[549, 960]",0.9958200454711914,0.9778726696968079,0.049034472554922104,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0A087X179,549,"[549, 960]","[549, 960]",0.9957831501960754,0.9760766625404358,0.04916643723845482,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0A087X1C5,515,"[515, 960]","[515, 960]",0.9950827956199646,0.9758248329162598,0.05485602840781212,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0A087X1G2,549,"[549, 960]","[549, 960]",0.9958131313323975,0.9765027165412903,0.04919324815273285,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0A096LP49,1063,"[1063, 960]","[1063, 960]",0.9961374998092651,0.9762383699417114,0.04985273629426956,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0A0A6YYL3,544,"[544, 960]","[544, 960]",0.9961755275726318,0.9801419377326965,0.053964175283908844,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0A0J9YWL9,993,"[993, 960]","[993, 960]",0.9959462285041809,0.9824469685554504,0.06263044476509094,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0A0J9YX94,578,"[578, 960]","[578, 960]",0.9962234497070312,0.9858995676040649,0.05129178613424301,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0A0J9YXQ4,647,"[647, 960]","[647, 960]",0.9963879585266113,0.9852593541145325,0.05235883221030235,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0A0J9YXV3,536,"[536, 960]","[536, 960]",0.9958600997924805,0.9869492650032043,0.06243468075990677,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0A0J9YY54,714,"[714, 960]","[714, 960]",0.9961768388748169,0.9867721199989319,0.05585312843322754,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0A0U1RQI7,1052,"[1052, 960]","[1052, 960]",0.9956741333007812,0.9842226505279541,0.07099150121212006,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0A1B0GTH6,734,"[734, 960]","[734, 960]",0.9954859018325806,0.9811540842056274,0.0478709451854229,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0A1B0GTU1,805,"[805, 960]","[805, 960]",0.9959405660629272,0.983411967754364,0.052390191704034805,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0A1B0GTW7,788,"[788, 960]","[788, 960]",0.9951888918876648,0.9757938981056213,0.04741647467017174,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0A1B0GUU1,675,"[675, 960]","[675, 960]",0.9961286783218384,0.985131025314331,0.05137394368648529,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0A1B0GUW6,1196,"[1196, 960]","[1196, 960]",0.99628084897995,0.98540860414505,0.054204415529966354,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0A1B0GV03,622,"[622, 960]","[622, 960]",0.9960106611251831,0.9807788133621216,0.060605186969041824,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0A1B0GV85,526,"[526, 960]","[526, 960]",0.9953606128692627,0.9791409373283386,0.05004238337278366,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0A1B0GVH7,501,"[501, 960]","[501, 960]",0.9959887266159058,0.9856435656547546,0.04690281301736832,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0A1B0GWI6,518,"[518, 960]","[518, 960]",0.9962443113327026,0.9837614297866821,0.04819119721651077,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0A1W2PPD8,638,"[638, 960]","[638, 960]",0.9958603382110596,0.9744290709495544,0.04577145725488663,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0AUZ9,987,"[987, 960]","[987, 960]",0.9954469203948975,0.9835371375083923,0.046114612370729446,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0AV02,714,"[714, 960]","[714, 960]",0.9953486919403076,0.9854787588119507,0.04534193500876427,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0AV96,593,"[593, 960]","[593, 960]",0.9956659078598022,0.9819247722625732,0.05366695672273636,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0AVF1,554,"[554, 960]","[554, 960]",0.9961272478103638,0.9849424362182617,0.05317620933055878,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0AVK6,867,"[867, 960]","[867, 960]",0.9961077570915222,0.984857976436615,0.04908932000398636,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0AVT1,1052,"[1052, 960]","[1052, 960]",0.9954527616500854,0.9810242652893066,0.04790752753615379,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0FGR8,921,"[921, 960]","[921, 960]",0.9951401352882385,0.9665570259094238,0.04671492055058479,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0FGR9,886,"[886, 960]","[886, 960]",0.9954932928085327,0.9720327854156494,0.045478589832782745,0.995,0.0,0.2,True,
300m,q4_k_s,metal,large_A0JNW5,1464,"[1464, 960]","[1464, 960]",0.9956496357917786,0.966481626033783,0.04508274421095848,0.995,0.0,0.2,True,
