model_size,precision,backend,sequence_name,sequence_length,reference_shape,output_shape,mean_cosine,min_cosine,mean_pool_l2,mean_cosine_threshold,min_cosine_threshold,mean_pool_l2_threshold,passed,error
300m,q4_k_s,cpu,small_C0HM02,26,"[26, 960]","[26, 960]",0.9953209757804871,0.9883561730384827,0.05590777099132538,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A024RBG1,181,"[181, 960]","[181, 960]",0.9950096011161804,0.9526950716972351,0.04462314397096634,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6H7,116,"[116, 960]","[116, 960]",0.9957748651504517,0.9901148080825806,0.05621892586350441,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6H8,117,"[117, 960]","[117, 960]",0.9951998591423035,0.9847393035888672,0.05196661874651909,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6H9,119,"[119, 960]","[119, 960]",0.9957263469696045,0.9881333112716675,0.05740438774228096,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6I0,122,"[122, 960]","[122, 960]",0.9954047799110413,0.9842981696128845,0.05796381086111069,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6I1,120,"[120, 960]","[120, 960]",0.9958400726318359,0.990213930606842,0.057602282613515854,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6I3,123,"[123, 960]","[123, 960]",0.9956682324409485,0.98617023229599,0.052798815071582794,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6I4,117,"[117, 960]","[117, 960]",0.9959503412246704,0.9910449385643005,0.05636236444115639,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6I6,118,"[118, 960]","[118, 960]",0.9962865114212036,0.9909611344337463,0.05388899892568588,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6I7,105,"[105, 960]","[105, 960]",0.9952801465988159,0.984038770198822,0.05570373311638832,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6I9,117,"[117, 960]","[117, 960]",0.9960187673568726,0.9877702593803406,0.053941212594509125,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6J1,123,"[123, 960]","[123, 960]",0.9959501624107361,0.9874143004417419,0.05519638583064079,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6J2,118,"[118, 960]","[118, 960]",0.9958630800247192,0.9907742738723755,0.05082609876990318,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6J6,115,"[115, 960]","[115, 960]",0.9951711893081665,0.9791841506958008,0.05396594852209091,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6J9,118,"[118, 960]","[118, 960]",0.9960047006607056,0.9897153377532959,0.05759884789586067,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6K0,115,"[115, 960]","[115, 960]",0.9959677457809448,0.9926881790161133,0.056812334805727005,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6K2,115,"[115, 960]","[115, 960]",0.9959149956703186,0.9915229082107544,0.05223895609378815,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6K4,115,"[115, 960]","[115, 960]",0.9959766268730164,0.9928375482559204,0.05712741240859032,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6K5,115,"[115, 960]","[115, 960]",0.9956822991371155,0.9866732954978943,0.05756199359893799,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6K6,122,"[122, 960]","[122, 960]",0.995657205581665,0.9900351762771606,0.0537051185965538,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6L2,119,"[119, 960]","[119, 960]",0.9954367280006409,0.9889960885047913,0.05219297483563423,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6L6,115,"[115, 960]","[115, 960]",0.9957987666130066,0.9801545143127441,0.044724609702825546,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6N1,114,"[114, 960]","[114, 960]",0.9955012798309326,0.9854515194892883,0.047310903668403625,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6N2,111,"[111, 960]","[111, 960]",0.9953873157501221,0.9629015922546387,0.0515715628862381,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6N3,115,"[115, 960]","[115, 960]",0.9949235916137695,0.9687933921813965,0.04959102347493172,0.995,0.0,0.2,False,
300m,q4_k_s,cpu,medium_A0A075B6N4,114,"[114, 960]","[114, 960]",0.9953447580337524,0.9845457673072815,0.04996168240904808,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6P5,120,"[120, 960]","[120, 960]",0.995554506778717,0.9809715151786804,0.0534311905503273,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6Q5,118,"[118, 960]","[118, 960]",0.9954562783241272,0.9714200496673584,0.05420670285820961,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6R0,118,"[118, 960]","[118, 960]",0.995651364326477,0.9868828654289246,0.04911566898226738,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6R2,117,"[117, 960]","[117, 960]",0.9956129193305969,0.9873526096343994,0.05596139654517174,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6R9,120,"[120, 960]","[120, 960]",0.9954484105110168,0.974448561668396,0.05056769400835037,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6S2,120,"[120, 960]","[120, 960]",0.9957178235054016,0.9883754849433899,0.05331883952021599,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,medium_A0A075B6S4,117,"[117, 960]","[117, 960]",0.99574214220047,0.9923206567764282,0.05482234060764313,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0A087WUV0,522,"[522, 960]","[522, 960]",0.9950755834579468,0.981626570224762,0.06209372729063034,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0A087WVF3,549,"[549, 960]","[549, 960]",0.9954094886779785,0.9721078872680664,0.04882775619626045,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0A087WXS9,549,"[549, 960]","[549, 960]",0.9953972101211548,0.9718326926231384,0.04893007501959801,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0A087X179,549,"[549, 960]","[549, 960]",0.9953033924102783,0.9735041260719299,0.04860292375087738,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0A087X1C5,515,"[515, 960]","[515, 960]",0.994600236415863,0.9789844155311584,0.055174682289361954,0.995,0.0,0.2,False,
300m,q4_k_s,cpu,large_A0A087X1G2,549,"[549, 960]","[549, 960]",0.9954026937484741,0.9731873869895935,0.04918157309293747,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0A096LP49,1063,"[1063, 960]","[1063, 960]",0.9957737922668457,0.9775511026382446,0.049925416707992554,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0A0A6YYL3,544,"[544, 960]","[544, 960]",0.9957858920097351,0.98465496301651,0.05373486131429672,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0A0J9YWL9,993,"[993, 960]","[993, 960]",0.9955257773399353,0.9840901494026184,0.0625327080488205,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0A0J9YX94,578,"[578, 960]","[578, 960]",0.9958499073982239,0.9855408072471619,0.051436714828014374,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0A0J9YXQ4,647,"[647, 960]","[647, 960]",0.9959800839424133,0.982943058013916,0.05238169804215431,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0A0J9YXV3,536,"[536, 960]","[536, 960]",0.9954034686088562,0.985951840877533,0.062361884862184525,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0A0J9YY54,714,"[714, 960]","[714, 960]",0.9957801699638367,0.9862557053565979,0.05582485720515251,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0A0U1RQI7,1052,"[1052, 960]","[1052, 960]",0.9952277541160583,0.9823644161224365,0.07089607417583466,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0A1B0GTH6,734,"[734, 960]","[734, 960]",0.9950428605079651,0.9794455170631409,0.04771925136446953,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0A1B0GTU1,805,"[805, 960]","[805, 960]",0.9955052137374878,0.98499995470047,0.05251729488372803,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0A1B0GTW7,788,"[788, 960]","[788, 960]",0.9947468042373657,0.974269688129425,0.047336287796497345,0.995,0.0,0.2,False,
300m,q4_k_s,cpu,large_A0A1B0GUU1,675,"[675, 960]","[675, 960]",0.9957901835441589,0.9837642312049866,0.05117195472121239,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0A1B0GUW6,1196,"[1196, 960]","[1196, 960]",0.9958840012550354,0.9837146997451782,0.0541037991642952,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0A1B0GV03,622,"[622, 960]","[622, 960]",0.9956244826316833,0.976733386516571,0.060531388968229294,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0A1B0GV85,526,"[526, 960]","[526, 960]",0.9948867559432983,0.9779921174049377,0.05011226236820221,0.995,0.0,0.2,False,
300m,q4_k_s,cpu,large_A0A1B0GVH7,501,"[501, 960]","[501, 960]",0.9955822825431824,0.9865389466285706,0.047434236854314804,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0A1B0GWI6,518,"[518, 960]","[518, 960]",0.9958304166793823,0.9757779836654663,0.048183929175138474,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0A1W2PPD8,638,"[638, 960]","[638, 960]",0.9954290390014648,0.9682034850120544,0.0456523634493351,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0AUZ9,987,"[987, 960]","[987, 960]",0.9949820637702942,0.9780959486961365,0.0458633154630661,0.995,0.0,0.2,False,
300m,q4_k_s,cpu,large_A0AV02,714,"[714, 960]","[714, 960]",0.9948525428771973,0.9867798686027527,0.045410219579935074,0.995,0.0,0.2,False,
300m,q4_k_s,cpu,large_A0AV96,593,"[593, 960]","[593, 960]",0.9952219724655151,0.981464684009552,0.053718987852334976,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0AVF1,554,"[554, 960]","[554, 960]",0.9957775473594666,0.9817050695419312,0.053100742399692535,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0AVK6,867,"[867, 960]","[867, 960]",0.9957099556922913,0.9855492115020752,0.048907145857810974,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0AVT1,1052,"[1052, 960]","[1052, 960]",0.9950305223464966,0.9815753102302551,0.047442544251680374,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0FGR8,921,"[921, 960]","[921, 960]",0.9946650266647339,0.9536250829696655,0.04678500071167946,0.995,0.0,0.2,False,
300m,q4_k_s,cpu,large_A0FGR9,886,"[886, 960]","[886, 960]",0.9950656294822693,0.9771952629089355,0.045321524143218994,0.995,0.0,0.2,True,
300m,q4_k_s,cpu,large_A0JNW5,1464,"[1464, 960]","[1464, 960]",0.9952149391174316,0.9608359932899475,0.04502348601818085,0.995,0.0,0.2,True,
